??id,kc0,kc1,kc2,kc3,kc4,kc5,kc6,kc7,kc8,kc9,kc10,kc11,kc12,kc13,kc14,kc15,kc16,kc17,kc18,kc19,kc20,kc21,kc22,kc23,kc24,kc25,kc26,kc27,kc28,kc29,kc30,kc31,kc32,kc33,kc34,kc35,kc36,kc37,kc38,kc39,kc40,kc41,kc42,kc43,kc44,kc45,kc46,kc47,kc48,kc49,kc50,kc51,kc52,kc53,kc54,kc55,kc56
uid282,0.000000,0.000000,0.000000,0.125515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.108598,0.000000,0.018978,0.000000,0.000000,0.000000,0.000000,0.000000,0.249788,0.000000,0.055859,0.205403,0.220482,0.000000,0.000000,0.158391,0.000000,0.000000,0.000000,0.000000,0.000000,0.264025,0.000000,0.000000,0.000000,0.235276,0.000000,0.000000,0.291694,0.000000,0.000000,0.091354,0.037595,0.000000,0.000000,0.000000,0.000000,0.000000
uid283,0.055859,0.517164,0.000000,0.000000,0.458341,0.000000,0.415196,0.000000,0.426295,0.000000,0.220482,0.174363,0.000000,0.712174,0.037595,0.000000,0.000000,0.356401,0.700930,0.018978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091354,0.291694,0.000000,0.142110,0.235276,0.073777,0.125515,0.264025,0.331260,0.108598,0.000000,0.380597,0.000000,0.526327,0.000000,0.743431,0.561273,0.507824,0.190031,0.437182,0.670862,0.000000,0.585780,0.000000,0.158391,0.000000,0.000000,0.205403,0.000000,0.593641,0.000000
uid284,0.498303,0.897720,0.447863,0.683236,0.630764,0.926153,0.608918,0.784069,0.738468,0.000000,0.908827,0.934172,0.950615,0.577767,0.000000,0.831678,0.403884,0.871280,0.073777,0.623621,0.125515,0.426295,0.000000,0.277992,0.235276,0.158391,0.108598,0.055859,0.000000,0.380597,0.305136,0.343951,0.018978,0.468621,0.190031,0.264025,0.220482,0.616340,0.920271,0.331260,0.910557,0.318323,0.526327,0.517164,0.507824,0.717636,0.174363,0.415196,0.930278,0.000000,0.000000,0.943527,0.091354,0.142110,0.000000,0.000000,0.841081
uid285,0.651389,0.689247,0.728252,0.803796,0.000000,0.478705,0.331260,0.220482,0.018978,0.000000,0.091354,0.757763,0.863665,0.000000,0.814755,0.000000,0.677108,0.601353,0.190031,0.762360,0.205403,0.000000,0.000000,0.000000,0.873723,0.000000,0.706606,0.174363,0.000000,0.552786,0.368615,0.158391,0.488598,0.277992,0.055859,0.670862,0.000000,0.807519,0.125515,0.630764,0.458341,0.468621,0.828422,0.318323,0.073777,0.249788,0.000000,0.356401,0.108598,0.000000,0.000000,0.733409,0.142110,0.775634,0.000000,0.858339,0.000000
uid286,0.205403,0.700930,0.788167,0.000000,0.018978,0.000000,0.277992,0.753077,0.616340,0.000000,0.517164,0.356401,0.000000,0.630764,0.426295,0.331260,0.000000,0.000000,0.677108,0.415196,0.305136,0.000000,0.000000,0.000000,0.000000,0.000000,0.318323,0.174363,0.000000,0.507824,0.683236,0.380597,0.264025,0.190031,0.142110,0.055859,0.000000,0.000000,0.000000,0.000000,0.000000,0.037595,0.125515,0.073777,0.526327,0.000000,0.000000,0.651389,0.000000,0.544135,0.447863,0.000000,0.158391,0.437182,0.000000,0.637771,0.091354
uid287,0.000000,0.000000,0.766870,0.073777,0.000000,0.000000,0.585780,0.535317,0.000000,0.000000,0.651389,0.000000,0.000000,0.000000,0.190031,0.000000,0.264025,0.000000,0.055859,0.000000,0.507824,0.125515,0.000000,0.220482,0.468621,0.478705,0.368615,0.318323,0.000000,0.018978,0.380597,0.277992,0.205403,0.000000,0.142110,0.305136,0.437182,0.000000,0.608918,0.356401,0.712174,0.291694,0.000000,0.561273,0.552786,0.000000,0.517164,0.331260,0.722995,0.000000,0.037595,0.108598,0.415196,0.488598,0.000000,0.000000,0.000000
uid288,0.091354,0.000000,0.000000,0.000000,0.142110,0.000000,0.037595,0.000000,0.174363,0.000000,0.018978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055859,0.000000,0.000000,0.000000,0.249788,0.000000,0.125515,0.356401,0.368615,0.000000,0.220482,0.000000,0.264025,0.000000,0.318323,0.000000,0.000000,0.190031,0.000000,0.108598,0.331260,0.000000,0.000000,0.000000,0.158391,0.000000,0.291694,0.000000,0.000000,0.000000
uid289,0.331260,0.762360,0.000000,0.637771,0.037595,0.000000,0.142110,0.091354,0.478705,0.055859,0.018978,0.000000,0.000000,0.677108,0.644645,0.712174,0.291694,0.561273,0.000000,0.552786,0.849958,0.000000,0.000000,0.000000,0.125515,0.000000,0.658005,0.498303,0.000000,0.535317,0.000000,0.073777,0.305136,0.415196,0.174363,0.426295,0.000000,0.392352,0.000000,0.380597,0.000000,0.585780,0.821720,0.158391,0.220482,0.000000,0.000000,0.577767,0.458341,0.743431,0.235276,0.000000,0.190031,0.855598,0.000000,0.403884,0.000000
uid290,0.000000,0.000000,0.000000,0.403884,0.277992,0.000000,0.249788,0.392352,0.415196,0.000000,0.677108,0.447863,0.000000,0.108598,0.000000,0.380597,0.190031,0.601353,0.000000,0.426295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174363,0.037595,0.000000,0.552786,0.561273,0.055859,0.517164,0.291694,0.637771,0.343951,0.000000,0.125515,0.000000,0.000000,0.000000,0.018978,0.235276,0.437182,0.000000,0.658005,0.073777,0.000000,0.000000,0.000000,0.091354,0.535317,0.000000,0.507824,0.000000,0.000000,0.000000
uid291,0.000000,0.000000,0.000000,0.403884,0.235276,0.000000,0.249788,0.392352,0.478705,0.000000,0.766870,0.601353,0.000000,0.091354,0.000000,0.380597,0.190031,0.458341,0.037595,0.447863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174363,0.000000,0.000000,0.426295,0.689247,0.073777,0.670862,0.331260,0.415196,0.343951,0.000000,0.158391,0.000000,0.000000,0.000000,0.018978,0.277992,0.569599,0.000000,0.753077,0.055859,0.488598,0.000000,0.000000,0.108598,0.651389,0.000000,0.637771,0.000000,0.000000,0.000000
uid292,0.000000,0.000000,0.000000,0.305136,0.585780,0.000000,0.018978,0.426295,0.000000,0.608918,0.000000,0.037595,0.291694,0.091354,0.000000,0.651389,0.623621,0.616340,0.000000,0.055859,0.368615,0.000000,0.000000,0.000000,0.318323,0.000000,0.277992,0.264025,0.000000,0.235276,0.356401,0.468621,0.205403,0.249788,0.343951,0.000000,0.000000,0.658005,0.000000,0.593641,0.000000,0.142110,0.000000,0.073777,0.000000,0.000000,0.000000,0.392352,0.000000,0.447863,0.000000,0.174363,0.517164,0.158391,0.000000,0.569599,0.000000
uid293,0.000000,0.277992,0.000000,0.055859,0.343951,0.000000,0.403884,0.091354,0.458341,0.000000,0.380597,0.637771,0.000000,0.108598,0.249788,0.593641,0.000000,0.000000,0.264025,0.158391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.331260,0.190031,0.000000,0.018978,0.235276,0.356401,0.695145,0.544135,0.037595,0.073777,0.000000,0.585780,0.000000,0.000000,0.000000,0.205403,0.220482,0.000000,0.000000,0.000000,0.000000,0.174363,0.000000,0.291694,0.000000,0.670862,0.125515,0.677108,0.000000,0.142110,0.000000
uid294,0.630764,0.000000,0.000000,0.220482,0.585780,0.866252,0.000000,0.415196,0.291694,0.000000,0.091354,0.507824,0.885259,0.670862,0.000000,0.125515,0.000000,0.426295,0.277992,0.907063,0.305136,0.792187,0.834873,0.608918,0.190031,0.000000,0.784069,0.368615,0.000000,0.616340,0.403884,0.331260,0.018978,0.037595,0.108598,0.517164,0.000000,0.695145,0.861027,0.811172,0.055859,0.689247,0.142110,0.380597,0.318323,0.249788,0.174363,0.158391,0.569599,0.000000,0.000000,0.000000,0.468621,0.488598,0.000000,0.073777,0.757763
uid295,0.651389,0.644645,0.706606,0.825103,0.811172,0.535317,0.426295,0.142110,0.220482,0.000000,0.037595,0.000000,0.000000,0.108598,0.000000,0.000000,0.677108,0.630764,0.277992,0.855598,0.205403,0.000000,0.000000,0.000000,0.771294,0.000000,0.658005,0.125515,0.000000,0.593641,0.190031,0.000000,0.458341,0.158391,0.018978,0.695145,0.000000,0.871280,0.343951,0.616340,0.517164,0.437182,0.868790,0.235276,0.055859,0.331260,0.000000,0.368615,0.073777,0.792187,0.000000,0.700930,0.091354,0.849958,0.000000,0.000000,0.000000
uid296,0.478705,0.000000,0.838006,0.630764,0.000000,0.392352,0.000000,0.073777,0.343951,0.190031,0.664495,0.931601,0.091354,0.000000,0.717636,0.037595,0.905265,0.318323,0.644645,0.277992,0.220482,0.415196,0.000000,0.883039,0.784069,0.762360,0.601353,0.458341,0.000000,0.689247,0.880777,0.526327,0.249788,0.108598,0.380597,0.593641,0.788167,0.235276,0.658005,0.125515,0.000000,0.677108,0.356401,0.018978,0.055859,0.291694,0.305136,0.174363,0.569599,0.552786,0.142110,0.637771,0.748300,0.757763,0.000000,0.437182,0.507824
uid297,0.811172,0.000000,0.000000,0.637771,0.544135,0.318323,0.517164,0.683236,0.775634,0.000000,0.677108,0.277992,0.000000,0.468621,0.305136,0.863665,0.190031,0.356401,0.651389,0.535317,0.689247,0.331260,0.818271,0.055859,0.873723,0.000000,0.142110,0.235276,0.000000,0.125515,0.000000,0.091354,0.174363,0.264025,0.561273,0.037595,0.000000,0.526327,0.670862,0.108598,0.855598,0.018978,0.585780,0.220482,0.630764,0.880777,0.415196,0.205403,0.757763,0.000000,0.717636,0.664495,0.291694,0.447863,0.000000,0.852805,0.000000
uid298,0.712174,0.000000,0.000000,0.158391,0.318323,0.000000,0.264025,0.651389,0.664495,0.807519,0.498303,0.000000,0.000000,0.235276,0.000000,0.468621,0.818271,0.018978,0.091354,0.142110,0.748300,0.000000,0.000000,0.706606,0.577767,0.000000,0.847055,0.055859,0.000000,0.190031,0.775634,0.174363,0.249788,0.000000,0.331260,0.343951,0.000000,0.277992,0.658005,0.814755,0.507824,0.291694,0.368615,0.677108,0.073777,0.717636,0.552786,0.569599,0.447863,0.000000,0.037595,0.000000,0.220482,0.108598,0.000000,0.535317,0.000000
uid299,0.895741,0.000000,0.000000,0.561273,0.415196,0.305136,0.569599,0.623621,0.728252,0.447863,0.608918,0.277992,0.000000,0.368615,0.318323,0.507824,0.174363,0.468621,0.577767,0.871280,0.488598,0.331260,0.893724,0.037595,0.807519,0.792187,0.158391,0.220482,0.000000,0.125515,0.018978,0.108598,0.205403,0.264025,0.478705,0.000000,0.814755,0.866252,0.601353,0.073777,0.924724,0.091354,0.880777,0.249788,0.552786,0.937849,0.803796,0.190031,0.706606,0.000000,0.658005,0.585780,0.291694,0.788167,0.000000,0.392352,0.000000
uid300,0.743431,0.000000,0.000000,0.000000,0.331260,0.593641,0.722995,0.917156,0.644645,0.318323,0.748300,0.488598,0.000000,0.343951,0.073777,0.437182,0.426295,0.392352,0.000000,0.125515,0.380597,0.000000,0.000000,0.000000,0.507824,0.000000,0.291694,0.608918,0.000000,0.658005,0.807519,0.158391,0.526327,0.305136,0.356401,0.478705,0.868790,0.091354,0.000000,0.108598,0.468621,0.220482,0.142110,0.037595,0.498303,0.838006,0.880777,0.651389,0.000000,0.000000,0.717636,0.000000,0.190031,0.779892,0.000000,0.205403,0.000000
uid301,0.125515,0.174363,0.000000,0.526327,0.356401,0.000000,0.000000,0.535317,0.380597,0.000000,0.249788,0.000000,0.000000,0.552786,0.000000,0.000000,0.235276,0.055859,0.108598,0.561273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205403,0.190031,0.000000,0.037595,0.000000,0.437182,0.000000,0.318323,0.507824,0.517164,0.000000,0.415196,0.000000,0.142110,0.000000,0.018978,0.593641,0.091354,0.220482,0.000000,0.343951,0.073777,0.000000,0.000000,0.000000,0.368615,0.544135,0.447863,0.000000,0.569599,0.000000
uid302,0.235276,0.000000,0.000000,0.305136,0.392352,0.000000,0.403884,0.249788,0.000000,0.000000,0.000000,0.142110,0.000000,0.437182,0.608918,0.498303,0.000000,0.018978,0.535317,0.552786,0.000000,0.000000,0.264025,0.000000,0.000000,0.000000,0.000000,0.174363,0.630764,0.000000,0.526327,0.000000,0.091354,0.205403,0.000000,0.158391,0.000000,0.277992,0.000000,0.220482,0.000000,0.426295,0.368615,0.318323,0.356401,0.000000,0.108598,0.343951,0.000000,0.000000,0.000000,0.000000,0.055859,0.125515,0.000000,0.000000,0.000000
uid303,0.205403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073777,0.174363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.108598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037595,0.000000,0.000000,0.000000,0.000000,0.000000,0.055859,0.091354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.220482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190031,0.142110,0.235276,0.000000,0.000000,0.000000,0.000000
uid304,0.205403,0.601353,0.577767,0.437182,0.108598,0.415196,0.037595,0.000000,0.623621,0.331260,0.000000,0.000000,0.000000,0.526327,0.000000,0.000000,0.818271,0.858339,0.788167,0.000000,0.305136,0.488598,0.498303,0.000000,0.368615,0.000000,0.468621,0.142110,0.000000,0.000000,0.000000,0.356401,0.249788,0.018978,0.235276,0.264025,0.762360,0.055859,0.000000,0.743431,0.000000,0.091354,0.158391,0.000000,0.561273,0.748300,0.712174,0.608918,0.426295,0.000000,0.807519,0.000000,0.125515,0.318323,0.000000,0.343951,0.073777
uid305,0.108598,0.939029,0.000000,0.403884,0.392352,0.915553,0.535317,0.517164,0.507824,0.000000,0.415196,0.331260,0.000000,0.468621,0.000000,0.670862,0.000000,0.220482,0.526327,0.000000,0.738468,0.885259,0.608918,0.788167,0.700930,0.000000,0.018978,0.552786,0.000000,0.784069,0.771294,0.235276,0.277992,0.037595,0.125515,0.073777,0.000000,0.800000,0.498303,0.585780,0.644645,0.841081,0.158391,0.142110,0.091354,0.706606,0.205403,0.190031,0.368615,0.000000,0.000000,0.000000,0.291694,0.318323,0.000000,0.637771,0.868790
uid306,0.695145,0.779892,0.000000,0.305136,0.561273,0.677108,0.055859,0.426295,0.000000,0.000000,0.753077,0.018978,0.277992,0.073777,0.712174,0.000000,0.000000,0.000000,0.000000,0.037595,0.368615,0.000000,0.000000,0.000000,0.318323,0.000000,0.291694,0.264025,0.000000,0.235276,0.356401,0.447863,0.205403,0.249788,0.331260,0.608918,0.000000,0.544135,0.000000,0.849958,0.637771,0.190031,0.821720,0.091354,0.593641,0.000000,0.000000,0.392352,0.000000,0.437182,0.706606,0.174363,0.517164,0.125515,0.000000,0.000000,0.000000
uid307,0.055859,0.000000,0.946682,0.561273,0.738468,0.792187,0.426295,0.073777,0.403884,0.000000,0.331260,0.205403,0.807519,0.277992,0.866252,0.569599,0.000000,0.142110,0.392352,0.847055,0.800000,0.000000,0.091354,0.000000,0.544135,0.000000,0.616340,0.018978,0.000000,0.940186,0.814755,0.125515,0.158391,0.108598,0.380597,0.235276,0.623621,0.863665,0.356401,0.000000,0.478705,0.695145,0.552786,0.447863,0.305136,0.000000,0.174363,0.535317,0.343951,0.000000,0.967601,0.893724,0.190031,0.249788,0.000000,0.488598,0.000000
uid308,0.852805,0.000000,0.000000,0.651389,0.356401,0.220482,0.552786,0.700930,0.834873,0.000000,0.637771,0.305136,0.000000,0.403884,0.331260,0.878470,0.174363,0.437182,0.695145,0.368615,0.630764,0.343951,0.849958,0.037595,0.903433,0.000000,0.142110,0.235276,0.000000,0.158391,0.000000,0.091354,0.190031,0.318323,0.569599,0.018978,0.000000,0.380597,0.616340,0.108598,0.803796,0.073777,0.577767,0.249788,0.683236,0.915553,0.458341,0.205403,0.811172,0.000000,0.717636,0.644645,0.264025,0.498303,0.000000,0.880777,0.000000
uid309,0.264025,0.000000,0.318323,0.055859,0.447863,0.000000,0.305136,0.561273,0.000000,0.000000,0.000000,0.000000,0.000000,0.488598,0.142110,0.552786,0.000000,0.000000,0.000000,0.190031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018978,0.000000,0.000000,0.000000,0.249788,0.277992,0.498303,0.000000,0.037595,0.000000,0.125515,0.000000,0.368615,0.569599,0.220482,0.158391,0.108598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.331260,0.235276,0.000000,0.000000,0.403884,0.000000
uid310,0.779892,0.917156,0.249788,0.277992,0.305136,0.954259,0.108598,0.623621,0.478705,0.000000,0.608918,0.458341,0.000000,0.601353,0.000000,0.738468,0.920271,0.331260,0.392352,0.935422,0.000000,0.158391,0.858339,0.771294,0.712174,0.000000,0.885259,0.517164,0.000000,0.775634,0.585780,0.343951,0.037595,0.091354,0.577767,0.018978,0.000000,0.834873,0.677108,0.055859,0.748300,0.174363,0.125515,0.507824,0.488598,0.468621,0.415196,0.073777,0.291694,0.000000,0.000000,0.944599,0.380597,0.426295,0.000000,0.700930,0.876119
uid311,0.630764,0.637771,0.677108,0.403884,0.037595,0.517164,0.235276,0.415196,0.775634,0.000000,0.426295,0.000000,0.000000,0.108598,0.000000,0.305136,0.664495,0.125515,0.190031,0.000000,0.784069,0.158391,0.000000,0.000000,0.291694,0.000000,0.055859,0.018978,0.000000,0.569599,0.000000,0.142110,0.091354,0.380597,0.544135,0.343951,0.000000,0.392352,0.498303,0.277992,0.437182,0.331260,0.174363,0.073777,0.670862,0.000000,0.000000,0.205403,0.561273,0.748300,0.000000,0.728252,0.535317,0.743431,0.000000,0.000000,0.000000
uid312,0.205403,0.000000,0.932899,0.722995,0.000000,0.305136,0.507824,0.544135,0.264025,0.608918,0.073777,0.190031,0.552786,0.924724,0.788167,0.526327,0.899661,0.277992,0.108598,0.343951,0.616340,0.356401,0.000000,0.880777,0.838006,0.821720,0.706606,0.055859,0.000000,0.771294,0.847055,0.478705,0.437182,0.037595,0.091354,0.700930,0.834873,0.488598,0.748300,0.392352,0.852805,0.766870,0.318323,0.235276,0.535317,0.644645,0.000000,0.426295,0.683236,0.670862,0.174363,0.142110,0.220482,0.825103,0.000000,0.380597,0.458341
uid313,0.821720,0.526327,0.000000,0.091354,0.318323,0.831678,0.468621,0.235276,0.834873,0.356401,0.670862,0.447863,0.037595,0.220482,0.784069,0.426295,0.380597,0.368615,0.644645,0.762360,0.142110,0.000000,0.000000,0.000000,0.055859,0.000000,0.073777,0.018978,0.000000,0.561273,0.190031,0.264025,0.158391,0.000000,0.108598,0.637771,0.000000,0.437182,0.800000,0.343951,0.000000,0.125515,0.544135,0.331260,0.700930,0.000000,0.689247,0.174363,0.000000,0.000000,0.841081,0.000000,0.630764,0.000000,0.616340,0.277992,0.000000
uid314,0.055859,0.000000,0.000000,0.000000,0.368615,0.000000,0.000000,0.000000,0.142110,0.000000,0.000000,0.073777,0.000000,0.291694,0.000000,0.000000,0.000000,0.380597,0.000000,0.249788,0.018978,0.000000,0.000000,0.000000,0.000000,0.000000,0.264025,0.000000,0.000000,0.000000,0.000000,0.277992,0.108598,0.037595,0.205403,0.000000,0.158391,0.235276,0.000000,0.356401,0.000000,0.000000,0.000000,0.343951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125515,0.000000,0.305136,0.000000
uid315,0.000000,0.000000,0.000000,0.091354,0.343951,0.000000,0.000000,0.205403,0.000000,0.356401,0.000000,0.000000,0.018978,0.235276,0.000000,0.000000,0.380597,0.368615,0.000000,0.000000,0.158391,0.000000,0.000000,0.000000,0.073777,0.000000,0.055859,0.037595,0.000000,0.000000,0.142110,0.249788,0.174363,0.000000,0.125515,0.000000,0.000000,0.000000,0.000000,0.318323,0.000000,0.108598,0.000000,0.331260,0.000000,0.000000,0.000000,0.220482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.291694,0.000000
uid316,0.630764,0.000000,0.901565,0.305136,0.775634,0.792187,0.037595,0.415196,0.000000,0.876119,0.637771,0.055859,0.249788,0.091354,0.488598,0.722995,0.883039,0.880777,0.907063,0.018978,0.356401,0.000000,0.000000,0.000000,0.318323,0.000000,0.291694,0.264025,0.926153,0.205403,0.380597,0.552786,0.235276,0.277992,0.331260,0.623621,0.658005,0.478705,0.000000,0.561273,0.771294,0.158391,0.498303,0.073777,0.748300,0.000000,0.814755,0.368615,0.000000,0.000000,0.930278,0.190031,0.544135,0.108598,0.000000,0.585780,0.000000
uid317,0.108598,0.125515,0.000000,0.478705,0.689247,0.000000,0.091354,0.569599,0.249788,0.700930,0.000000,0.264025,0.447863,0.318323,0.000000,0.733409,0.220482,0.073777,0.142110,0.277992,0.535317,0.000000,0.000000,0.000000,0.517164,0.000000,0.190031,0.174363,0.000000,0.037595,0.498303,0.601353,0.380597,0.437182,0.488598,0.000000,0.000000,0.728252,0.000000,0.158391,0.000000,0.055859,0.000000,0.018978,0.235276,0.000000,0.000000,0.000000,0.000000,0.577767,0.000000,0.392352,0.637771,0.331260,0.000000,0.670862,0.000000
uid318,0.535317,0.757763,0.658005,0.426295,0.368615,0.000000,0.037595,0.517164,0.000000,0.264025,0.637771,0.018978,0.392352,0.073777,0.561273,0.695145,0.356401,0.000000,0.677108,0.055859,0.468621,0.000000,0.000000,0.000000,0.415196,0.000000,0.403884,0.331260,0.743431,0.220482,0.458341,0.526327,0.205403,0.291694,0.437182,0.249788,0.000000,0.000000,0.000000,0.844096,0.000000,0.125515,0.305136,0.091354,0.630764,0.000000,0.318323,0.498303,0.000000,0.762360,0.569599,0.174363,0.544135,0.158391,0.861027,0.000000,0.000000
uid319,0.000000,0.658005,0.125515,0.018978,0.331260,0.000000,0.305136,0.000000,0.478705,0.000000,0.158391,0.108598,0.000000,0.264025,0.000000,0.000000,0.000000,0.000000,0.000000,0.343951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.552786,0.000000,0.055859,0.037595,0.142110,0.091354,0.073777,0.368615,0.174363,0.000000,0.318323,0.000000,0.535317,0.000000,0.291694,0.000000,0.544135,0.488598,0.000000,0.000000,0.000000,0.426295,0.000000,0.000000,0.561273,0.249788,0.517164,0.000000,0.616340,0.000000
uid320,0.753077,0.000000,0.858339,0.368615,0.142110,0.706606,0.091354,0.779892,0.903433,0.000000,0.623621,0.458341,0.000000,0.018978,0.717636,0.738468,0.831678,0.392352,0.318323,0.125515,0.887436,0.305136,0.788167,0.748300,0.000000,0.000000,0.814755,0.535317,0.000000,0.291694,0.601353,0.000000,0.037595,0.526327,0.190031,0.158391,0.000000,0.108598,0.917156,0.771294,0.630764,0.073777,0.205403,0.683236,0.517164,0.000000,0.468621,0.644645,0.651389,0.885259,0.277992,0.264025,0.055859,0.478705,0.000000,0.000000,0.000000
uid321,0.585780,0.784069,0.748300,0.498303,0.831678,0.380597,0.055859,0.368615,0.037595,0.939029,0.249788,0.000000,0.478705,0.073777,0.616340,0.757763,0.944599,0.000000,0.876119,0.018978,0.544135,0.000000,0.000000,0.000000,0.468621,0.000000,0.447863,0.318323,0.000000,0.235276,0.488598,0.264025,0.220482,0.437182,0.392352,0.658005,0.000000,0.873723,0.331260,0.779892,0.277992,0.158391,0.722995,0.091354,0.683236,0.000000,0.931601,0.552786,0.415196,0.814755,0.608918,0.174363,0.356401,0.142110,0.695145,0.871280,0.000000
uid322,0.526327,0.926153,0.000000,0.158391,0.415196,0.488598,0.000000,0.912255,0.356401,0.917156,0.517164,0.717636,0.000000,0.561273,0.800000,0.091354,0.955127,0.205403,0.950615,0.125515,0.658005,0.000000,0.000000,0.000000,0.380597,0.000000,0.073777,0.403884,0.000000,0.277992,0.861027,0.037595,0.018978,0.142110,0.331260,0.305136,0.535317,0.775634,0.000000,0.923268,0.447863,0.235276,0.932899,0.318323,0.264025,0.880777,0.728252,0.055859,0.000000,0.712174,0.108598,0.000000,0.670862,0.695145,0.000000,0.946682,0.000000
uid323,0.000000,0.895741,0.142110,0.670862,0.858339,0.940186,0.561273,0.073777,0.526327,0.000000,0.458341,0.415196,0.000000,0.488598,0.000000,0.762360,0.712174,0.318323,0.544135,0.658005,0.807519,0.623621,0.108598,0.601353,0.861027,0.000000,0.125515,0.018978,0.000000,0.630764,0.585780,0.331260,0.380597,0.055859,0.249788,0.190031,0.000000,0.738468,0.517164,0.037595,0.910557,0.695145,0.264025,0.235276,0.220482,0.788167,0.305136,0.277992,0.498303,0.000000,0.644645,0.651389,0.368615,0.403884,0.000000,0.913920,0.849958
uid324,0.158391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055859,0.091354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174363,0.000000,0.037595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073777,0.000000,0.018978,0.000000,0.108598,0.142110,0.000000,0.000000,0.125515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
uid325,0.305136,0.683236,0.000000,0.108598,0.728252,0.091354,0.235276,0.205403,0.368615,0.000000,0.535317,0.277992,0.000000,0.125515,0.000000,0.616340,0.000000,0.000000,0.000000,0.447863,0.356401,0.000000,0.000000,0.000000,0.608918,0.000000,0.249788,0.055859,0.644645,0.000000,0.000000,0.498303,0.291694,0.343951,0.437182,0.488598,0.392352,0.458341,0.000000,0.670862,0.000000,0.478705,0.037595,0.264025,0.000000,0.000000,0.318323,0.073777,0.000000,0.748300,0.220482,0.000000,0.779892,0.380597,0.000000,0.018978,0.000000
uid326,0.235276,0.000000,0.961504,0.608918,0.091354,0.683236,0.174363,0.738468,0.291694,0.000000,0.158391,0.037595,0.722995,0.458341,0.000000,0.108598,0.861027,0.903433,0.962951,0.018978,0.784069,0.000000,0.000000,0.000000,0.569599,0.000000,0.073777,0.125515,0.000000,0.478705,0.771294,0.142110,0.426295,0.220482,0.689247,0.616340,0.717636,0.343951,0.000000,0.368615,0.623621,0.526327,0.803796,0.190031,0.318323,0.000000,0.264025,0.601353,0.000000,0.908827,0.055859,0.249788,0.700930,0.331260,0.000000,0.849958,0.000000
uid327,0.000000,0.000000,0.000000,0.569599,0.517164,0.000000,0.305136,0.235276,0.190031,0.000000,0.158391,0.000000,0.544135,0.249788,0.000000,0.018978,0.000000,0.468621,0.277992,0.000000,0.601353,0.000000,0.000000,0.000000,0.561273,0.000000,0.552786,0.291694,0.000000,0.000000,0.426295,0.000000,0.608918,0.343951,0.073777,0.000000,0.000000,0.037595,0.220482,0.000000,0.000000,0.585780,0.000000,0.318323,0.108598,0.368615,0.000000,0.055859,0.205403,0.000000,0.000000,0.000000,0.174363,0.000000,0.000000,0.000000,0.000000
uid328,0.073777,0.814755,0.488598,0.722995,0.552786,0.733409,0.205403,0.637771,0.695145,0.623621,0.142110,0.907063,0.945650,0.291694,0.403884,0.526327,0.018978,0.000000,0.220482,0.841081,0.437182,0.000000,0.000000,0.000000,0.174363,0.000000,0.343951,0.235276,0.000000,0.847055,0.426295,0.277992,0.000000,0.468621,0.108598,0.507824,0.000000,0.055859,0.935422,0.190031,0.928929,0.264025,0.415196,0.478705,0.585780,0.000000,0.037595,0.955127,0.658005,0.000000,0.125515,0.920271,0.577767,0.917156,0.380597,0.644645,0.000000
