concept_index,entity_id,raw_concept_id,name,definition_source,route
234,kc234,234,多人相遇追及问题,llm:deepseek-chat,拓展思维----行程模块----直线型行程问题----多人相遇与追及问题----多人相遇追及问题
235,kc235,235,物品代换,llm:deepseek-chat,拓展思维----计算模块----方程基础----等量代换----物品代换
236,kc236,236,已知两量之间几倍多（少）几和多份量，求一份量,llm:deepseek-chat,课内题型----综合与实践----应用题----倍数问题----已知两量之间几倍多（少）几和多份量，求一份量
237,kc237,237,已知两量之间几倍多（少）几与一份量，求多份量,llm:deepseek-chat,课内题型----综合与实践----应用题----倍数问题----已知两量之间几倍多（少）几与一份量，求多份量
238,kc238,238,非整数倍差倍不足,llm:deepseek-chat,拓展思维----应用题模块----和差倍问题----差倍----两量差倍----非整数倍差倍不足
239,kc239,239,一元一次方程解应用题,llm:deepseek-chat,拓展思维----应用题模块----列方程解应用题----一元一次方程解应用题
240,kc240,240,年龄问题之差倍型,llm:deepseek-chat,拓展思维----应用题模块----年龄问题----年龄问题之差倍型
241,kc241,241,年龄问题之和倍型,llm:deepseek-chat,拓展思维----应用题模块----年龄问题----年龄问题之和倍型
242,kc242,242,方程基础,llm:deepseek-chat,拓展思维----计算模块----方程基础
243,kc243,243,以盈亏问题形式运用方程解应用题,llm:deepseek-chat,知识点----应用题----列方程解应用题----以盈亏问题形式运用方程解应用题
244,kc244,244,阶梯型标数法,llm:deepseek-chat,拓展思维----计数模块----标数法----阶梯型标数法
245,kc245,245,枚举所有可能的路线,llm:deepseek-chat,课内题型----综合与实践----智巧趣题----枚举法----枚举所有可能的路线
246,kc246,246,两端植树类型问题(段数大于10),llm:deepseek-chat,拓展思维----应用题模块----间隔问题----直线型两端都有----两端植树问题----两端植树类型问题(段数大于10)
247,kc247,247,排列组合,llm:deepseek-chat,课内知识点----数学广角----排列组合
248,kc248,248,传球型递推,llm:deepseek-chat,拓展思维----组合模块----操作与策略----归纳递推----传球型递推
249,kc249,249,容斥求平均数,llm:deepseek-chat,拓展思维----应用题模块----平均数问题----综合题----容斥求平均数
250,kc250,250,综合题普通型,llm:deepseek-chat,拓展思维----应用题模块----平均数问题----综合题----综合题普通型
251,kc251,251,周期问题,llm:deepseek-chat,知识点----应用题模块----周期问题
252,kc252,252,除法应用,llm:deepseek-chat,拓展思维----应用题模块----归一归总问题----乘除法应用----除法应用
253,kc253,253,封闭植树类型问题(段数大于10),llm:deepseek-chat,拓展思维----应用题模块----间隔问题----封闭型----封闭型植树问题----封闭植树类型问题(段数大于10)
254,kc254,254,已知各个数，求平均数,llm:deepseek-chat,课内题型----综合与实践----应用题----平均数问题----已知各个数，求平均数
255,kc255,255,表外除法计算,llm:deepseek-chat,拓展思维----计算模块----整数----整数乘除----整数除法运算----表外除法计算
256,kc256,256,异分母分数加减法,llm:deepseek-chat,拓展思维----计算模块----分数----分数运算----异分母分数加减法
257,kc257,257,通分母,llm:deepseek-chat,拓展思维----计算模块----比较与估算----比较大小综合----分数通分法----通分母
258,kc258,258,楼梯型不规则图形求周长,llm:deepseek-chat,拓展思维----几何模块----直线型----图形认知----不规则四边形----楼梯型不规则图形求周长
259,kc259,259,直接运用分配律,llm:deepseek-chat,拓展思维----计算模块----整数----整数分配律----整数乘法巧算之分配律----直接运用分配律
260,kc260,260,二量和倍问题,llm:deepseek-chat,拓展思维----应用题模块----和差倍问题----和倍问题----二量和倍问题
261,kc261,261,多量和倍问题,llm:deepseek-chat,拓展思维----应用题模块----和差倍问题----和倍问题----多量和倍问题
262,kc262,262,几何方法整体减空白,llm:deepseek-chat,拓展思维----几何模块----直线型----几何思想与方法----几何方法整体减空白
263,kc263,263,偶数阶幻方填法,llm:deepseek-chat,拓展思维----组合模块----幻方----和幻方----偶数阶幻方填法
264,kc264,264,幻方数字关系,llm:deepseek-chat,拓展思维----组合模块----幻方----幻方数字关系
265,kc265,265,组合模块,llm:deepseek-chat,拓展思维----组合模块
266,kc266,266,多笔画运用,llm:deepseek-chat,拓展思维----组合模块----图论问题----多笔画----多笔画运用
267,kc267,267,变型题,llm:deepseek-chat,拓展思维----应用题模块----鸡兔同笼问题----假设法解鸡兔同笼----基本型----变型题
268,kc268,268,用假设法解决倒扣型鸡兔同笼,llm:deepseek-chat,课内题型----综合与实践----应用题----鸡兔同笼问题----用假设法解决倒扣型鸡兔同笼
269,kc269,269,用假设法解决变形鸡兔同笼,llm:deepseek-chat,课内题型----综合与实践----应用题----鸡兔同笼问题----用假设法解决变形鸡兔同笼
270,kc270,270,小数的认识,llm:deepseek-chat,拓展思维----计算模块----小数---- 小数基础----小数的认识
271,kc271,271,加法竖式,llm:deepseek-chat,拓展思维----计算模块----整数----整数加减----整数加法运算----加法竖式
272,kc272,272,减法竖式,llm:deepseek-chat,拓展思维----计算模块----整数----整数加减----整数减法运算----减法竖式
273,kc273,273,数、数位、数字的认识,llm:deepseek-chat,拓展思维----数论模块----位值原理与进制----数与数字----数、数位、数字的认识
274,kc274,274,角的判断,llm:deepseek-chat,知识点----图形的认识----角----角的基础知识----角的判断
275,kc275,275,利用特殊角的求角度,llm:deepseek-chat,课内题型----空间与图形----图形基础知识----角的认识----利用特殊角的求角度
276,kc276,276,年龄和,llm:deepseek-chat,拓展思维----应用题模块----年龄问题----年龄问题基本关系----年龄和
277,kc277,277,年龄差,llm:deepseek-chat,拓展思维----应用题模块----年龄问题----年龄问题基本关系----年龄差
278,kc278,278,代数式,llm:deepseek-chat,课内知识点----式与方程----等式字母与数----代数式
279,kc279,279,字母表示数,llm:deepseek-chat,拓展思维----计算模块----方程基础----等量代换----字母表示数
280,kc280,280,用字母表示数量关系(a+bx),llm:deepseek-chat,知识点----式与方程----等式字母与数----字母表示数----用字母表示数量关系(a+bx)
281,kc281,281,用字母表示数量关系（ax＋bx）,llm:deepseek-chat,知识点----式与方程----等式字母与数----字母表示数----用字母表示数量关系（ax＋bx）
282,kc282,282,盈盈问题,llm:deepseek-chat,拓展思维----应用题模块----盈亏问题----盈亏基本类型----盈盈问题
283,kc283,283,整数拆分应用,llm:deepseek-chat,拓展思维----计数模块----枚举法综合----整数分拆----整数拆分应用
284,kc284,284,加法拆数（无要求）,llm:deepseek-chat,拓展思维----计数模块----枚举法综合----整数分拆----简单拆分----加法拆数（无要求）
285,kc285,285,找暗和,llm:deepseek-chat,拓展思维----应用题模块----和差倍问题----和倍问题----找暗和
286,kc286,286,有序枚举,llm:deepseek-chat,拓展思维----计数模块----枚举法综合----枚举法----有序枚举
287,kc287,287,数形结合的实际应用,llm:deepseek-chat,拓展思维----组合模块----数学思想----数形结合----数形结合的实际应用
288,kc288,288,三角形面积,llm:deepseek-chat,拓展思维----几何模块----直线型----图形认知----图形认知三角形----三角形面积
289,kc289,289,公式法求三角形面积,llm:deepseek-chat,课内题型----空间与图形----几何图形----三角形----公式法求三角形面积
290,kc290,290,带余除法,llm:deepseek-chat,拓展思维----计算模块----整数----整数乘除----整数除法运算----带余除法
291,kc291,291,周长定义,llm:deepseek-chat,课内知识点----测量----周长----周长定义
292,kc292,292,已知边长求周长,llm:deepseek-chat,课内知识点----测量----周长----组合图形周长----已知边长求周长
293,kc293,293,有特殊要求的组数问题,llm:deepseek-chat,拓展思维----计数模块----加乘原理----组数问题----有特殊要求的组数问题
294,kc294,294,找日历中的周期规律,llm:deepseek-chat,课内知识点----常见的量----年、月、日----找日历中的周期规律
295,kc295,295,区分闰年和平年,llm:deepseek-chat,课内知识点----常见的量----年、月、日----区分闰年和平年
296,kc296,296,和差倍问题,llm:deepseek-chat,知识点----应用题模块----和差倍问题
297,kc297,297,暗倍型二量差倍问题,llm:deepseek-chat,拓展思维----应用题模块----和差倍问题----差倍----两量差倍----暗倍型二量差倍问题
298,kc298,298,求某日期是周几问题,llm:deepseek-chat,拓展思维----应用题模块----周期问题----时间中的周期问题----求某日期是周几问题
299,kc299,299,绘制统计表,llm:deepseek-chat,拓展思维----计数模块----统计与概率----统计图表----绘制统计表
300,kc300,300,边长改变后长方形面积的计算,llm:deepseek-chat,拓展思维----几何模块----直线型----图形认知----长方形和正方形----边长改变后长方形面积的计算
301,kc301,301,公式求长方形面积,llm:deepseek-chat,课内知识点----测量----面积----长方形面积----公式求长方形面积
302,kc302,302,多笔画变一笔画,llm:deepseek-chat,拓展思维----组合模块----图论问题----多笔画----多笔画变一笔画
303,kc303,303,总价=单价×数量,llm:deepseek-chat,课内知识点----式与方程----数量关系----总价=单价×数量
304,kc304,304,复式统计表,llm:deepseek-chat,课内知识点----数据收集和整理----数据整理----复式统计表
305,kc305,305,加减法应用,llm:deepseek-chat,拓展思维----应用题模块----加减法应用
306,kc306,306,因数与倍数基础,llm:deepseek-chat,拓展思维----数论模块----因数与倍数----因数与倍数基础
307,kc307,307,给运算方法和结果，求开始,llm:deepseek-chat,课内题型----综合与实践----应用题----还原问题----给运算方法和结果，求开始
308,kc308,308,利用特殊角求角度,llm:deepseek-chat,知识点----测量----角的度数----根据所给条件计算目标角的角度----利用特殊角求角度
309,kc309,309,三角形,llm:deepseek-chat,拓展思维----计数模块----几何计数----分类枚举法数图形----常规图形枚举计数----三角形
310,kc310,310,年龄轴,llm:deepseek-chat,拓展思维----应用题模块----年龄问题----年龄问题之当当型----年龄轴
311,kc311,311,数列规律,llm:deepseek-chat,课内题型----综合与实践----智巧趣题----找规律----数列规律
312,kc312,312,小数点的移动规律,llm:deepseek-chat,拓展思维----计算模块----小数---- 小数基础----小数点的移动规律
313,kc313,313,小数点的移动,llm:deepseek-chat,课内知识点----数的认识----认、读、写数----小数----小数的意义----小数点的移动
314,kc314,314,元、角、分单位换算,llm:deepseek-chat,知识点----常见的量----元、角、分----元、角、分单位换算
315,kc315,315,数与图结合找规律（多图）,llm:deepseek-chat,知识点----计算模块----数列与数表----数表规律----数与图结合找规律（多图）
316,kc316,316,分类图形,llm:deepseek-chat,拓展思维----计数模块----几何计数----分类枚举法数图形----常规图形枚举计数----分类图形
317,kc317,317,盈亏基本类型,llm:deepseek-chat,拓展思维----应用题模块----盈亏问题----盈亏基本类型
318,kc318,318,整数加减巧算之分组法,llm:deepseek-chat,拓展思维----计算模块----整数----整数加减----整数加减巧算之分组法
319,kc319,319,整数基准数法,llm:deepseek-chat,拓展思维----计算模块----整数----整数加减----整数加减巧算之凑整法----整数基准数法
320,kc320,320,两边都填符号型,llm:deepseek-chat,拓展思维----组合模块----数字谜----巧填算符----两边都填符号型
321,kc321,321,整数减法性质,llm:deepseek-chat,知识点----数的运算----运算律----整数加法运算律----整数减法性质
322,kc322,322,正方形周长公式,llm:deepseek-chat,课内知识点----测量----周长----正方形周长----正方形周长公式
323,kc323,323,两位数减整十数的口算,llm:deepseek-chat,知识点----数的运算----整数的加减法----100以内数的加减法----两位数减整十数的口算
324,kc324,324,组合数,llm:deepseek-chat,知识点----数学广角----排列组合----组合数
325,kc325,325,图形认知,llm:deepseek-chat,能力----图形认知
326,kc326,326,多数的最大公因数,llm:deepseek-chat,拓展思维----数论模块----因数与倍数----公因数与公倍数----公因数与最大公因数----多数的最大公因数
327,kc327,327,整体思想求面积,llm:deepseek-chat,拓展思维----几何模块----直线型----图形认知----不规则四边形----整体思想求面积
328,kc328,328,整数提取公因数,llm:deepseek-chat,拓展思维----计算模块----整数----整数提取公因数
329,kc329,329,空心方阵综合问题,llm:deepseek-chat,拓展思维----应用题模块----方阵问题----空心方阵----空心方阵综合问题
330,kc330,330,实心方阵综合问题,llm:deepseek-chat,拓展思维----应用题模块----方阵问题----实心方阵----实心方阵综合问题
331,kc331,331,应用题模块,llm:deepseek-chat,拓展思维----应用题模块
332,kc332,332,对象转化为物品,route_repair:missing_definition,拓展思维----应用题模块----盈亏问题----盈亏转化题型----对象转化为物品
333,kc333,333,2的倍数特征,route_repair:missing_definition,课内知识点----数的认识----数的特征----倍数----2的倍数特征
334,kc334,334,倍数的认识,route_repair:missing_definition,课内知识点----数的认识----数的特征----倍数----倍数的认识
335,kc335,335,3的倍数特征,llm:deepseek-chat,课内知识点----数的认识----数的特征----倍数----3的倍数特征
336,kc336,336,整除特征综合,route_repair:missing_definition,拓展思维----数论模块----整除----整除特征----整除特征综合
337,kc337,337,5的倍数特征,route_repair:missing_definition,课内知识点----数的认识----数的特征----倍数----5的倍数特征
338,kc338,338,3-1-0 积分制,route_repair:missing_definition,拓展思维----组合模块----逻辑推理----体育比赛----3-1-0 积分制
339,kc339,339,一般组数问题,llm:deepseek-chat,拓展思维----计数模块----加乘原理----组数问题----一般组数问题
340,kc340,340,复合型不规则图形求周长,route_repair:missing_definition,拓展思维----几何模块----直线型----图形认知----不规则四边形----复合型不规则图形求周长
341,kc341,341,方程法解盈亏问题,route_repair:missing_definition,拓展思维----应用题模块----列方程解应用题----一元一次方程解应用题----方程法解盈亏问题
342,kc342,342,倒扣型,route_repair:missing_definition,拓展思维----应用题模块----鸡兔同笼问题----假设法解鸡兔同笼----倒扣型
343,kc343,343,四边形的认识,route_repair:missing_definition,拓展思维----几何模块----直线型----图形认知----四边形的认识
344,kc344,344,数列与数表,llm:deepseek-chat,拓展思维----计算模块----数列与数表
345,kc345,345,数回,route_repair:missing_definition,拓展思维----组合模块----数学游戏----数回
346,kc346,346,三角形的认识,route_repair:missing_definition,拓展思维----几何模块----直线型----图形认知----图形认知三角形----三角形的认识
347,kc347,347,封闭路线植树问题,route_repair:missing_definition,知识点----应用题----植树应用题----封闭路线植树问题
348,kc348,348,路线遍历,route_repair:missing_definition,拓展思维----组合模块----图论问题----路线遍历
349,kc349,349,运算律,route_repair:missing_definition,课内知识点----数与运算----运算律
350,kc350,350,小数的性质,route_repair:missing_definition,知识点----数的认识----认、读、写数----小数----小数的意义----小数的性质
351,kc351,351,小数读写规则,route_repair:missing_definition,课内知识点----数的认识----认、读、写数----小数----小数的意义----小数读写规则
352,kc352,352,小数的计数单位,route_repair:missing_definition,知识点----数的认识----认、读、写数----小数----小数的意义----小数的计数单位
353,kc353,353,多笔画,route_repair:missing_definition,拓展思维----组合模块----图论问题----多笔画
354,kc354,354,简单乘法巧算,route_repair:missing_definition,课内知识点----数与运算----乘法----整数乘法----简单乘法巧算
355,kc355,355,明和暗差,llm:deepseek-chat,拓展思维----应用题模块----和差倍问题----和差问题----二量和差问题----明和暗差
356,kc356,356,数字组数（规定数位大小）,route_repair:missing_definition,拓展思维----计数模块----枚举法综合----字典排序法----组数----数字组数（规定数位大小）
357,kc357,357,优限法,route_repair:missing_definition,知识点----计数模块----排列组合----排列----优限法
358,kc358,358,分割与剪拼,route_repair:missing_definition,拓展思维----几何模块----直线型----几何思想与方法----分割与剪拼
359,kc359,359,小马虎题型,route_repair:missing_definition,拓展思维----应用题模块----还原问题----小马虎题型
360,kc360,360,两次分配对象不同,route_repair:missing_definition,拓展思维----应用题模块----盈亏问题----盈亏转化题型----两次分配对象不同
361,kc361,361,三量容斥,llm:deepseek-chat,拓展思维----计数模块----容斥原理----三量容斥
362,kc362,362,容斥原理,llm:deepseek-chat,拓展思维----计数模块----容斥原理
363,kc363,363,数据处理,route_repair:missing_definition,能力----数据处理
364,kc364,364,和的奇偶性,route_repair:missing_definition,知识点----数的认识----数的特征----奇数和偶数----和的奇偶性
365,kc365,365,梯形面积公式应用,route_repair:missing_definition,知识点----测量----面积----梯形面积公式----梯形面积公式应用
366,kc366,366,直接运用公式求数量,route_repair:missing_definition,知识点----应用题----总价应用题----直接运用公式求数量
367,kc367,367,统计图表,route_repair:missing_definition,拓展思维----计数模块----统计与概率----统计图表
368,kc368,368,各点等价,route_repair:missing_definition,拓展思维----组合模块----操作与策略----统筹规划----地点上的统筹----各点等价
369,kc369,369,三角形三边关系（两边之和大于第三边）,route_repair:missing_definition,课内知识点----图形的认识----三角形----三角形基本问题----三角形三边关系（两边之和大于第三边）
370,kc370,370,等腰三角形,route_repair:missing_definition,课内知识点----图形的认识----三角形----三角形的分类----等腰三角形
371,kc371,371,多边形内角和,route_repair:missing_definition,拓展思维----几何模块----直线型----图形认知----图形认知角----多边形内角和
372,kc372,372,整数除法运算,route_repair:missing_definition,拓展思维----计算模块----整数----整数乘除----整数除法运算
373,kc373,373,几何模块,llm:deepseek-chat,拓展思维----几何模块
374,kc374,374,图文减法竖式数字谜,llm:deepseek-chat,拓展思维----组合模块----数字谜----竖式数字谜----图文减法竖式数字谜
375,kc375,375,除法的意义,route_repair:missing_definition,课内知识点----数与运算----除法----除法的意义
376,kc376,376,认识单位1,route_repair:missing_definition,拓展思维----应用题模块----分百应用题----认识单位1
377,kc377,377,四宫杀手数独,route_repair:missing_definition,拓展思维----组合模块----数学游戏----数独----杀手数独----四宫杀手数独
378,kc378,378,平移法求组合图形周长,route_repair:missing_definition,知识点----测量----周长----组合图形周长----平移法求组合图形周长
379,kc379,379,提取公因数,llm:deepseek-chat,课内知识点----数与运算----运算律----乘法运算律----提取公因数
380,kc380,380,平行四边形面积公式应用,route_repair:missing_definition,知识点----测量----面积----平行四边形面积----平行四边形面积公式----平行四边形面积公式应用
381,kc381,381,方程法解其他问题,route_repair:missing_definition,拓展思维----应用题模块----列方程解应用题----一元一次方程解应用题----方程法解其他问题
382,kc382,382,倍数应用题,route_repair:missing_definition,拓展思维----数论模块----因数与倍数----公因数与公倍数----因倍应用题----倍数应用题
383,kc383,383,小数比较大小,route_repair:missing_definition,知识点----计算模块----比较与估算----比较大小综合----小数比较大小
384,kc384,384,相邻数字只填加号组数,route_repair:missing_definition,拓展思维----组合模块----数字谜----巧填算符----数字可合并型----相邻数字只填加号组数
385,kc385,385,两端植树类型问题(段数小于等于10),llm:deepseek-chat,拓展思维----应用题模块----间隔问题----直线型两端都有----两端植树问题----两端植树类型问题(段数小于等于10)
386,kc386,386,角度直接运算,route_repair:missing_definition,课内题型----空间与图形----图形基础知识----角的认识----角度直接运算
387,kc387,387,公式求正方形面积,route_repair:missing_definition,课内知识点----测量----面积----正方形面积----公式求正方形面积
388,kc388,388,平行四边形概念与分类,route_repair:missing_definition,课内题型----空间与图形----几何图形----四边形----平行四边形概念与分类
389,kc389,389,假设法判断真假,route_repair:missing_definition,课内题型----综合与实践----智巧趣题----逻辑推理----假设法判断真假
390,kc390,390,三角形计数,route_repair:missing_definition,拓展思维----计数模块----几何计数----对应法数图形----乘法计数----三角形计数
391,kc391,391,直线和交点,llm:deepseek-chat,拓展思维----组合模块----智巧趣题----点线排布----直线和交点
392,kc392,392,数字个数,route_repair:missing_definition,拓展思维----应用题模块----页码问题----数字与页码的对应问题----数字个数
393,kc393,393,平行四边形面积,route_repair:missing_definition,知识点----测量----面积----平行四边形面积
394,kc394,394,梯形面积公式,llm:deepseek-chat,知识点----测量----面积----梯形面积公式
395,kc395,395,折线统计图,route_repair:missing_definition,课内知识点----数据收集和整理----数据整理----折线统计图
396,kc396,396,多量容斥的几何计数,route_repair:missing_definition,拓展思维----计数模块----容斥原理----多量容斥的几何计数
397,kc397,397,逻辑分析,llm:deepseek-chat,七大能力----逻辑分析
398,kc398,398,其它图形分割,route_repair:missing_definition,拓展思维----几何模块----直线型----几何思想与方法----分割与剪拼----其它图形分割
399,kc399,399,半真半假,llm:deepseek-chat,知识点----组合模块----逻辑推理----假设型逻辑推理----真假话----半真半假
400,kc400,400,真假话,route_repair:missing_definition,拓展思维----组合模块----逻辑推理----假设型逻辑推理----真假话
401,kc401,401,表格法,llm:deepseek-chat,知识点----组合模块----逻辑推理----条件型逻辑推理----表格法
402,kc402,402,添线法计数,route_repair:missing_definition,拓展思维----计数模块----几何计数----添线、删线法----添线法计数
403,kc403,403,两端都不植树类型问题(段数大于10),route_repair:missing_definition,拓展思维----应用题模块----间隔问题----直线型两端都没有----两端不植树问题----两端都不植树类型问题(段数大于10)
404,kc404,404,一端植树类型问题(段数大于10),route_repair:missing_definition,拓展思维----应用题模块----间隔问题----直线型一端有一端没有----一端植树问题----一端植树类型问题(段数大于10)
405,kc405,405,两端都不种树问题,llm:deepseek-chat,课内题型----综合与实践----应用题----植树问题----两端都不种树问题
406,kc406,406,敲钟问题,llm:deepseek-chat,拓展思维----应用题模块----间隔问题----直线型两端都有----敲钟问题
407,kc407,407,一端种树问题,llm:deepseek-chat,知识点----应用题----植树应用题----一端种树问题
408,kc408,408,等差数列长方形数表之已知数求位置,route_repair:missing_definition,拓展思维----计算模块----数列与数表----数表规律----长方形数表----等差数列长方形数表之已知数求位置
409,kc409,409,等差数列长方形数表之已知位置求数,route_repair:missing_definition,拓展思维----计算模块----数列与数表----数表规律----长方形数表----等差数列长方形数表之已知位置求数
410,kc410,410,路程=速度×时间,llm:deepseek-chat,课内知识点----式与方程----数量关系----路程=速度×时间
411,kc411,411,口算乘法：整百数乘一位数,route_repair:missing_definition,知识点----数的运算----整数乘法----多位数乘一位数----口算乘法：整百数乘一位数
412,kc412,412,程序性计算,route_repair:missing_definition,能力----运算求解----程序性计算
413,kc413,413,计算模块,llm:deepseek-chat,拓展思维----计算模块
414,kc414,414,整数加法运算,route_repair:missing_definition,拓展思维----计算模块----整数----整数加减----整数加法运算
415,kc415,415,加减抵消法,route_repair:missing_definition,拓展思维----计算模块----整数----整数加减----整数加减巧算之凑整法----加减抵消法
416,kc416,416,多位数的加减运算,llm:deepseek-chat,拓展思维----计算模块----整数----多位数计算----多位数的加减运算
417,kc417,417,竖式数字谜,llm:deepseek-chat,拓展思维----组合模块----数字谜----竖式数字谜
418,kc418,418,利用奇偶规律构算式,route_repair:missing_definition,拓展思维----数论模块----奇数与偶数----利用奇偶规律构算式
