uid,entity_id,original_uid,question,entity_exercise_id,original_question,concepts,response,timestamp,sequence_order,split,previous_uid,previous_exercise_index
196,uid196,78883,449,ex449,61089,26,0,28860146,24,train,285,676
196,uid196,78883,463,ex463,61103,26,0,28860200,25,train,285,690
196,uid196,78883,474,ex474,61114,26,0,28860246,26,train,285,701
196,uid196,78883,462,ex462,61102,26,1,28860263,27,train,285,689
196,uid196,78883,472,ex472,61112,26,1,28860281,28,train,285,699
196,uid196,78883,450,ex450,61090,26,1,28860291,29,train,285,677
196,uid196,78883,816,ex816,85873,26,1,28860313,30,train,285,1123
196,uid196,78883,782,ex782,85824,26,1,28860390,31,train,285,1089
196,uid196,78883,792,ex792,85840,26,1,28860422,32,train,285,1099
196,uid196,78883,825,ex825,85891,26,0,28860464,33,train,285,1132
196,uid196,78883,790,ex790,85837,26,1,28860509,34,train,285,1097
196,uid196,78883,815,ex815,85872,26,1,28860546,35,train,285,1122
196,uid196,78883,606,ex606,84881,26,0,28860612,36,train,285,912
196,uid196,78883,607,ex607,84882,26,1,28860632,37,train,285,913
196,uid196,78883,667,ex667,84942,26,1,28860642,38,train,285,973
196,uid196,78883,565,ex565,84740,26,1,28860653,39,train,285,871
196,uid196,78883,660,ex660,84935,26,1,28860688,40,train,285,966
196,uid196,78883,575,ex575,84780,26,0,28860720,41,train,285,881
196,uid196,78883,566,ex566,84741,26,1,28860789,42,train,285,872
196,uid196,78883,904,ex904,86054,26,0,28910824,43,train,285,1212
196,uid196,78883,888,ex888,85969,26,1,28910945,44,train,285,1195
196,uid196,78883,863,ex863,85944,26,0,28910989,45,train,285,1170
196,uid196,78883,862,ex862,85943,26,1,28911091,46,train,285,1169
196,uid196,78883,848,ex848,85928,26,0,28911138,47,train,285,1155
196,uid196,78883,871,ex871,85952,26,0,28911203,48,train,285,1178
196,uid196,78883,478,ex478,61118,26,1,28911272,49,train,285,705
196,uid196,78883,454,ex454,61094,26,0,28911295,50,train,285,681
196,uid196,78883,456,ex456,61096,26,0,28911342,51,train,285,683
196,uid196,78883,464,ex464,61104,26,0,28911379,52,train,285,691
196,uid196,78883,476,ex476,61116,26,1,28911446,53,train,285,703
196,uid196,78883,473,ex473,61113,26,1,28911491,54,train,285,700
196,uid196,78883,812,ex812,85868,26,0,28911559,55,train,285,1119
196,uid196,78883,809,ex809,85864,26,1,28911747,56,train,285,1116
196,uid196,78883,800,ex800,85854,26,1,28911793,57,train,285,1107
196,uid196,78883,762,ex762,85793,26,1,28911822,58,train,285,1069
196,uid196,78883,767,ex767,85801,26,1,28911896,59,train,285,1074
196,uid196,78883,677,ex677,84952,26,0,28912043,60,train,285,983
196,uid196,78883,568,ex568,84743,26,1,28912131,61,train,285,874
196,uid196,78883,567,ex567,84742,26,1,28912204,62,train,285,873
196,uid196,78883,569,ex569,84745,26,1,28912235,63,train,285,875
196,uid196,78883,663,ex663,84938,26,0,28912250,64,train,285,969
196,uid196,78883,549,ex549,84720,26,1,28912292,65,train,285,855
196,uid196,78883,866,ex866,85947,26,0,28978087,66,train,285,1173
196,uid196,78883,832,ex832,85899,26,0,28978181,67,train,285,1139
196,uid196,78883,870,ex870,85951,26,1,28978238,68,train,285,1177
196,uid196,78883,839,ex839,85906,26,1,28978296,69,train,285,1146
196,uid196,78883,842,ex842,85909,26,1,28978327,70,train,285,1149
196,uid196,78883,872,ex872,85953,26,1,28978351,71,train,285,1179
196,uid196,78883,468,ex468,61108,26,1,28978410,72,train,285,695
196,uid196,78883,457,ex457,61097,26,1,28978438,73,train,285,684
196,uid196,78883,467,ex467,61107,26,1,28978456,74,train,285,694
196,uid196,78883,612,ex612,84887,26,1,28978501,75,train,285,918
196,uid196,78883,572,ex572,84751,26,1,28978524,76,train,285,878
196,uid196,78883,647,ex647,84922,26,1,28978578,77,train,285,953
196,uid196,78883,610,ex610,84885,26,1,28978614,78,train,285,916
196,uid196,78883,906,ex906,86062,26,1,29047361,79,train,285,1214
196,uid196,78883,843,ex843,85910,26,1,29406894,80,train,285,1150
196,uid196,78883,474,ex474,61114,26,0,29406905,81,train,285,701
196,uid196,78883,478,ex478,61118,26,0,29406913,82,train,285,705
196,uid196,78883,477,ex477,61117,26,1,29406920,83,train,285,704
196,uid196,78883,470,ex470,61110,26,0,29406927,84,train,285,697
196,uid196,78883,471,ex471,61111,26,1,29406939,85,train,285,698
196,uid196,78883,450,ex450,61090,26,1,29477365,86,train,285,677
196,uid196,78883,465,ex465,61105,26,0,29477372,87,train,285,692
196,uid196,78883,476,ex476,61116,26,1,29477380,88,train,285,703
196,uid196,78883,454,ex454,61094,26,1,29477387,89,train,285,681
196,uid196,78883,466,ex466,61106,26,1,29477393,90,train,285,693
196,uid196,78883,1471,ex1471,93469,15,0,29526522,91,train,285,1861
196,uid196,78883,1434,ex1434,93384,16,0,29526614,92,train,285,1824
196,uid196,78883,1443,ex1443,93406,16,0,29526758,93,train,285,1833
196,uid196,78883,67,ex67,108999,42,0,30271066,94,train,285,74
196,uid196,78883,481,ex481,61580,44,0,30434795,95,train,285,708
196,uid196,78883,479,ex479,61541,44,1,30566922,96,train,285,706
196,uid196,78883,483,ex483,61631,44,0,30567387,97,train,285,710
196,uid196,78883,59,ex59,108975,42,0,30750825,98,train,285,66
196,uid196,78883,33,ex33,108897,42,0,30750910,99,train,285,40
196,uid196,78883,54,ex54,108960,42,0,30751017,100,train,285,61
196,uid196,78883,56,ex56,108966,42,0,30751121,101,train,285,63
196,uid196,78883,53,ex53,108957,42,0,30751202,102,train,285,60
196,uid196,78883,65,ex65,108993,42,0,30751308,103,train,285,72
196,uid196,78883,37,ex37,108909,42,1,30751557,104,train,285,44
196,uid196,78883,61,ex61,108981,42,0,31043664,105,train,285,68
196,uid196,78883,66,ex66,108996,42,0,31043874,106,train,285,73
196,uid196,78883,47,ex47,108939,42,0,31044046,107,train,285,54
196,uid196,78883,44,ex44,108930,42,0,31044260,108,train,285,51
196,uid196,78883,35,ex35,108903,42,0,31044610,109,train,285,42
196,uid196,78883,45,ex45,108933,42,0,31044670,110,train,285,52
196,uid196,78883,43,ex43,108927,42,0,31044823,111,train,285,50
196,uid196,78883,48,ex48,108942,42,1,31045070,112,train,285,55
196,uid196,78883,62,ex62,108984,42,1,31108982,113,train,285,69
196,uid196,78883,57,ex57,108969,42,0,31108996,114,train,285,64
196,uid196,78883,58,ex58,108972,42,0,31109018,115,train,285,65
196,uid196,78883,50,ex50,108948,42,1,31109029,116,train,285,57
196,uid196,78883,71,ex71,109011,42,1,31109035,117,train,285,78
196,uid196,78883,42,ex42,108924,42,1,31109042,118,train,285,49
197,uid197,78885,179,ex179,52255,29,1,21173129,0,train,286,337
197,uid197,78885,1453,ex1453,93426,15,1,23186134,1,train,286,1843
197,uid197,78885,1444,ex1444,93407,16,1,23186657,2,train,286,1834
197,uid197,78885,555,ex555,84726,26,0,28717208,3,train,286,861
197,uid197,78885,581,ex581,84786,26,1,28717336,4,train,286,887
197,uid197,78885,690,ex690,84965,26,1,28717375,5,train,286,996
197,uid197,78885,642,ex642,84917,26,1,28717402,6,train,286,948
197,uid197,78885,851,ex851,85931,26,0,29892535,7,train,286,1158
197,uid197,78885,911,ex911,86067,26,0,29892745,8,train,286,1219
197,uid197,78885,912,ex912,86068,26,1,29892868,9,train,286,1220
197,uid197,78885,874,ex874,85955,26,1,29892905,10,train,286,1181
197,uid197,78885,893,ex893,85974,26,1,29892950,11,train,286,1200
197,uid197,78885,887,ex887,85968,26,1,29893000,12,train,286,1194
197,uid197,78885,903,ex903,86053,26,1,29893067,13,train,286,1211
197,uid197,78885,465,ex465,61105,26,0,29893150,14,train,286,692
197,uid197,78885,453,ex453,61093,26,1,29893529,15,train,286,680
197,uid197,78885,456,ex456,61096,26,1,29893539,16,train,286,683
197,uid197,78885,451,ex451,61091,26,1,29893551,17,train,286,678
197,uid197,78885,469,ex469,61109,26,1,29893567,18,train,286,696
197,uid197,78885,470,ex470,61110,26,1,29893589,19,train,286,697
197,uid197,78885,807,ex807,85862,26,1,29893657,20,train,286,1114
197,uid197,78885,773,ex773,85807,26,1,29893676,21,train,286,1080
197,uid197,78885,786,ex786,85831,26,1,29893683,22,train,286,1093
197,uid197,78885,838,ex838,85905,26,1,29893737,23,train,286,1145
197,uid197,78885,582,ex582,84787,26,1,29893808,24,train,286,888
197,uid197,78885,568,ex568,84743,26,1,29893828,25,train,286,874
197,uid197,78885,607,ex607,84882,26,1,29893842,26,train,286,913
197,uid197,78885,449,ex449,61089,26,1,29893871,27,train,286,676
197,uid197,78885,480,ex480,61547,44,0,30265316,28,train,286,707
197,uid197,78885,34,ex34,108900,42,0,30265952,29,train,286,41
197,uid197,78885,67,ex67,108999,42,1,30266321,30,train,286,74
197,uid197,78885,49,ex49,108945,42,1,30266512,31,train,286,56
197,uid197,78885,47,ex47,108939,42,1,30266618,32,train,286,54
198,uid198,78886,186,ex186,52333,29,1,21173232,0,train,287,344
198,uid198,78886,185,ex185,52321,29,1,21173260,1,train,287,343
198,uid198,78886,1461,ex1461,93451,15,0,23188838,2,train,287,1851
198,uid198,78886,1438,ex1438,93397,16,1,24305821,3,train,287,1828
198,uid198,78886,1455,ex1455,93435,15,0,24306168,4,train,287,1845
198,uid198,78886,1444,ex1444,93407,16,1,24306466,5,train,287,1834
198,uid198,78886,1470,ex1470,93468,15,1,24306650,6,train,287,1860
198,uid198,78886,1445,ex1445,93410,16,1,24306916,7,train,287,1835
198,uid198,78886,1456,ex1456,93440,15,1,24716064,8,train,287,1846
198,uid198,78886,1460,ex1460,93447,15,1,24716453,9,train,287,1850
198,uid198,78886,1457,ex1457,93441,15,1,24716581,10,train,287,1847
198,uid198,78886,1433,ex1433,93383,16,1,24716715,11,train,287,1823
198,uid198,78886,574,ex574,84779,26,0,28717421,12,train,287,880
198,uid198,78886,571,ex571,84749,26,0,28717591,13,train,287,877
198,uid198,78886,649,ex649,84924,26,1,28717663,14,train,287,955
198,uid198,78886,655,ex655,84930,26,0,29127225,15,train,287,961
198,uid198,78886,666,ex666,84941,26,1,29127245,16,train,287,972
198,uid198,78886,663,ex663,84938,26,1,29127265,17,train,287,969
198,uid198,78886,642,ex642,84917,26,1,29127327,18,train,287,948
198,uid198,78886,889,ex889,85970,26,0,29128559,19,train,287,1196
198,uid198,78886,872,ex872,85953,26,0,29128585,20,train,287,1179
198,uid198,78886,901,ex901,86051,26,1,29128600,21,train,287,1209
198,uid198,78886,833,ex833,85900,26,0,29128606,22,train,287,1140
198,uid198,78886,882,ex882,85963,26,0,29128640,23,train,287,1189
198,uid198,78886,854,ex854,85934,26,1,29128661,24,train,287,1161
198,uid198,78886,884,ex884,85965,26,1,29128673,25,train,287,1191
198,uid198,78886,909,ex909,86065,26,0,29518859,26,train,287,1217
198,uid198,78886,837,ex837,85904,26,0,29518904,27,train,287,1144
198,uid198,78886,911,ex911,86067,26,1,29518932,28,train,287,1219
198,uid198,78886,892,ex892,85973,26,1,29518952,29,train,287,1199
198,uid198,78886,868,ex868,85949,26,1,29518957,30,train,287,1175
198,uid198,78886,842,ex842,85909,26,1,29518972,31,train,287,1149
198,uid198,78886,453,ex453,61093,26,1,29518993,32,train,287,680
198,uid198,78886,449,ex449,61089,26,0,29519000,33,train,287,676
198,uid198,78886,462,ex462,61102,26,1,29519035,34,train,287,689
198,uid198,78886,454,ex454,61094,26,0,29519053,35,train,287,681
198,uid198,78886,477,ex477,61117,26,0,29519076,36,train,287,704
198,uid198,78886,475,ex475,61115,26,0,29519110,37,train,287,702
198,uid198,78886,473,ex473,61113,26,1,29519158,38,train,287,700
198,uid198,78886,773,ex773,85807,26,1,29519213,39,train,287,1080
198,uid198,78886,697,ex697,84972,26,1,29519244,40,train,287,1003
198,uid198,78886,581,ex581,84786,26,0,29519253,41,train,287,887
198,uid198,78886,600,ex600,84835,26,1,29519284,42,train,287,906
198,uid198,78886,681,ex681,84956,26,1,29519292,43,train,287,987
198,uid198,78886,603,ex603,84838,26,1,29519305,44,train,287,909
198,uid198,78886,670,ex670,84945,26,1,29519321,45,train,287,976
198,uid198,78886,637,ex637,84912,26,1,29519327,46,train,287,943
198,uid198,78886,902,ex902,86052,26,0,29519349,47,train,287,1210
198,uid198,78886,922,ex922,86078,26,1,29519362,48,train,287,1230
198,uid198,78886,875,ex875,85956,26,1,29519384,49,train,287,1182
198,uid198,78886,913,ex913,86069,26,1,29519401,50,train,287,1221
198,uid198,78886,452,ex452,61092,26,0,29519421,51,train,287,679
198,uid198,78886,473,ex473,61113,26,1,29519460,52,train,287,700
198,uid198,78886,467,ex467,61107,26,1,29519478,53,train,287,694
198,uid198,78886,458,ex458,61098,26,1,29519492,54,train,287,685
198,uid198,78886,922,ex922,86078,26,1,29636068,55,train,287,1230
198,uid198,78886,450,ex450,61090,26,0,29636099,56,train,287,677
198,uid198,78886,465,ex465,61105,26,0,29636146,57,train,287,692
198,uid198,78886,460,ex460,61100,26,1,29636183,58,train,287,687
198,uid198,78886,476,ex476,61116,26,0,29636209,59,train,287,703
198,uid198,78886,464,ex464,61104,26,0,29636249,60,train,287,691
198,uid198,78886,457,ex457,61097,26,1,29636273,61,train,287,684
198,uid198,78886,471,ex471,61111,26,0,29926952,62,train,287,698
198,uid198,78886,466,ex466,61106,26,1,29927089,63,train,287,693
198,uid198,78886,459,ex459,61099,26,1,29927136,64,train,287,686
198,uid198,78886,455,ex455,61095,26,0,29927196,65,train,287,682
198,uid198,78886,469,ex469,61109,26,1,29927338,66,train,287,696
198,uid198,78886,458,ex458,61098,26,1,29927386,67,train,287,685
198,uid198,78886,451,ex451,61091,26,1,30036100,68,train,287,678
198,uid198,78886,468,ex468,61108,26,1,30036107,69,train,287,695
198,uid198,78886,456,ex456,61096,26,1,30036113,70,train,287,683
198,uid198,78886,45,ex45,108933,42,0,30264009,71,train,287,52
198,uid198,78886,59,ex59,108975,42,0,30264602,72,train,287,66
198,uid198,78886,65,ex65,108993,42,0,30264771,73,train,287,72
198,uid198,78886,70,ex70,109008,42,0,30264892,74,train,287,77
198,uid198,78886,54,ex54,108960,42,1,30265193,75,train,287,61
198,uid198,78886,41,ex41,108921,42,1,30265338,76,train,287,48
198,uid198,78886,72,ex72,109014,42,1,30265457,77,train,287,79
198,uid198,78886,446,ex446,60125,41,1,31155497,78,train,287,673
199,uid199,78888,178,ex178,52225,29,1,21174387,0,train,289,336
199,uid199,78888,186,ex186,52333,29,1,21174508,1,train,289,344
199,uid199,78888,1428,ex1428,93377,16,0,23186290,2,train,289,1818
199,uid199,78888,1451,ex1451,93421,15,0,23187113,3,train,289,1841
199,uid199,78888,1461,ex1461,93451,15,0,23187527,4,train,289,1851
199,uid199,78888,1459,ex1459,93445,15,1,24883569,5,train,289,1849
199,uid199,78888,1449,ex1449,93419,16,1,24883685,6,train,289,1839
199,uid199,78888,595,ex595,84830,26,1,28856997,7,train,289,901
199,uid199,78888,608,ex608,84883,26,1,28857020,8,train,289,914
199,uid199,78888,568,ex568,84743,26,1,28857054,9,train,289,874
199,uid199,78888,848,ex848,85928,26,0,28857082,10,train,289,1155
199,uid199,78888,861,ex861,85942,26,1,28857222,11,train,289,1168
199,uid199,78888,864,ex864,85945,26,1,28857264,12,train,289,1171
199,uid199,78888,867,ex867,85948,26,1,28857286,13,train,289,1174
199,uid199,78888,832,ex832,85899,26,1,28857324,14,train,289,1139
199,uid199,78888,911,ex911,86067,26,1,28857359,15,train,289,1219
199,uid199,78888,476,ex476,61116,26,0,28857378,16,train,289,703
199,uid199,78888,462,ex462,61102,26,1,28857572,17,train,289,689
199,uid199,78888,453,ex453,61093,26,1,28857633,18,train,289,680
199,uid199,78888,454,ex454,61094,26,1,28857650,19,train,289,681
199,uid199,78888,469,ex469,61109,26,1,28857692,20,train,289,696
199,uid199,78888,473,ex473,61113,26,1,28857716,21,train,289,700
199,uid199,78888,767,ex767,85801,26,1,28857768,22,train,289,1074
199,uid199,78888,789,ex789,85835,26,1,28857777,23,train,289,1096
199,uid199,78888,773,ex773,85807,26,1,28857788,24,train,289,1080
199,uid199,78888,651,ex651,84926,26,1,28857827,25,train,289,957
199,uid199,78888,692,ex692,84967,26,1,28857838,26,train,289,998
199,uid199,78888,635,ex635,84910,26,1,28857847,27,train,289,941
199,uid199,78888,853,ex853,85933,26,0,29514237,28,train,289,1160
199,uid199,78888,911,ex911,86067,26,1,29514500,29,train,289,1219
199,uid199,78888,881,ex881,85962,26,0,29514521,30,train,289,1188
199,uid199,78888,866,ex866,85947,26,1,29514725,31,train,289,1173
199,uid199,78888,893,ex893,85974,26,0,29514755,32,train,289,1200
199,uid199,78888,900,ex900,86050,26,1,29514804,33,train,289,1208
199,uid199,78888,912,ex912,86068,26,1,29514822,34,train,289,1220
199,uid199,78888,463,ex463,61103,26,0,29514844,35,train,289,690
199,uid199,78888,450,ex450,61090,26,1,29514906,36,train,289,677
199,uid199,78888,449,ex449,61089,26,1,29514941,37,train,289,676
199,uid199,78888,460,ex460,61100,26,1,29514958,38,train,289,687
199,uid199,78888,834,ex834,85901,26,1,29923862,39,train,289,1141
199,uid199,78888,482,ex482,61598,44,1,30266439,40,train,289,709
199,uid199,78888,53,ex53,108957,42,0,30266639,41,train,289,60
199,uid199,78888,70,ex70,109008,42,0,30267421,42,train,289,77
199,uid199,78888,33,ex33,108897,42,0,30267998,43,train,289,40
199,uid199,78888,63,ex63,108987,42,0,30268653,44,train,289,70
199,uid199,78888,50,ex50,108948,42,0,30268801,45,train,289,57
199,uid199,78888,67,ex67,108999,42,0,30269146,46,train,289,74
199,uid199,78888,48,ex48,108942,42,0,30269505,47,train,289,55
199,uid199,78888,65,ex65,108993,42,0,30269583,48,train,289,72
199,uid199,78888,52,ex52,108954,42,0,30270183,49,train,289,59
199,uid199,78888,56,ex56,108966,42,0,30270836,50,train,289,63
199,uid199,78888,37,ex37,108909,42,0,30749377,51,train,289,44
199,uid199,78888,34,ex34,108900,42,1,30749727,52,train,289,41
199,uid199,78888,45,ex45,108933,42,0,30749847,53,train,289,52
199,uid199,78888,54,ex54,108960,42,0,30749994,54,train,289,61
199,uid199,78888,40,ex40,108918,42,1,30750055,55,train,289,47
199,uid199,78888,35,ex35,108903,42,1,30750165,56,train,289,42
199,uid199,78888,38,ex38,108912,42,1,30750278,57,train,289,45
199,uid199,78888,445,ex445,60123,41,0,30750824,58,train,289,672
200,uid200,78890,187,ex187,52339,29,1,21173416,0,train,290,345
200,uid200,78890,1451,ex1451,93421,15,0,23186463,1,train,290,1841
200,uid200,78890,1430,ex1430,93379,16,1,23186503,2,train,290,1820
200,uid200,78890,1467,ex1467,93461,15,0,23186787,3,train,290,1857
200,uid200,78890,1437,ex1437,93393,16,0,23187209,4,train,290,1827
200,uid200,78890,1452,ex1452,93423,15,0,23187494,5,train,290,1842
200,uid200,78890,1438,ex1438,93397,16,1,23187600,6,train,290,1828
200,uid200,78890,1470,ex1470,93468,15,0,23188069,7,train,290,1860
200,uid200,78890,1431,ex1431,93380,16,0,25074895,8,train,290,1821
200,uid200,78890,1458,ex1458,93444,15,0,25075235,9,train,290,1848
200,uid200,78890,1466,ex1466,93458,15,0,25075404,10,train,290,1856
200,uid200,78890,1447,ex1447,93417,16,0,25075641,11,train,290,1837
200,uid200,78890,1471,ex1471,93469,15,0,25075705,12,train,290,1861
200,uid200,78890,1457,ex1457,93441,15,0,25075840,13,train,290,1847
200,uid200,78890,1429,ex1429,93378,16,0,25075927,14,train,290,1819
200,uid200,78890,1450,ex1450,93420,16,0,25076049,15,train,290,1840
200,uid200,78890,678,ex678,84953,26,1,28935289,16,train,290,984
200,uid200,78890,680,ex680,84955,26,1,28935324,17,train,290,986
200,uid200,78890,691,ex691,84966,26,1,28935355,18,train,290,997
200,uid200,78890,900,ex900,86050,26,0,28935403,19,train,290,1208
200,uid200,78890,921,ex921,86077,26,1,28935455,20,train,290,1229
200,uid200,78890,920,ex920,86076,26,0,28935488,21,train,290,1228
200,uid200,78890,855,ex855,85936,26,1,28935543,22,train,290,1162
200,uid200,78890,845,ex845,85925,26,0,28935563,23,train,290,1152
200,uid200,78890,895,ex895,86045,26,1,28935599,24,train,290,1203
200,uid200,78890,872,ex872,85953,26,1,28935617,25,train,290,1179
200,uid200,78890,471,ex471,61111,26,0,28935722,26,train,290,698
200,uid200,78890,473,ex473,61113,26,0,28936025,27,train,290,700
200,uid200,78890,450,ex450,61090,26,0,28936172,28,train,290,677
200,uid200,78890,463,ex463,61103,26,0,28936270,29,train,290,690
200,uid200,78890,472,ex472,61112,26,0,28936450,30,train,290,699
200,uid200,78890,851,ex851,85931,26,0,29392648,31,train,290,1158
200,uid200,78890,837,ex837,85904,26,0,29392665,32,train,290,1144
200,uid200,78890,856,ex856,85937,26,0,29392680,33,train,290,1163
200,uid200,78890,871,ex871,85952,26,1,29392688,34,train,290,1178
200,uid200,78890,857,ex857,85938,26,1,29392694,35,train,290,1164
200,uid200,78890,839,ex839,85906,26,0,29392703,36,train,290,1146
200,uid200,78890,466,ex466,61106,26,0,29392734,37,train,290,693
200,uid200,78890,457,ex457,61097,26,1,29392750,38,train,290,684
200,uid200,78890,455,ex455,61095,26,0,29392759,39,train,290,682
200,uid200,78890,462,ex462,61102,26,0,29392777,40,train,290,689
200,uid200,78890,465,ex465,61105,26,0,29392794,41,train,290,692
200,uid200,78890,781,ex781,85822,26,1,29392818,42,train,290,1088
200,uid200,78890,803,ex803,85857,26,1,29392827,43,train,290,1110
200,uid200,78890,763,ex763,85794,26,1,29392834,44,train,290,1070
200,uid200,78890,613,ex613,84888,26,1,29392848,45,train,290,919
200,uid200,78890,701,ex701,84976,26,1,29392860,46,train,290,1007
200,uid200,78890,684,ex684,84959,26,1,29392867,47,train,290,990
200,uid200,78890,889,ex889,85970,26,0,29392886,48,train,290,1196
200,uid200,78890,886,ex886,85967,26,0,29392894,49,train,290,1193
200,uid200,78890,449,ex449,61089,26,1,29928773,50,train,290,676
200,uid200,78890,456,ex456,61096,26,0,29928806,51,train,290,683
200,uid200,78890,469,ex469,61109,26,1,29928862,52,train,290,696
200,uid200,78890,477,ex477,61117,26,0,29928929,53,train,290,704
200,uid200,78890,461,ex461,61101,26,0,29929044,54,train,290,688
200,uid200,78890,451,ex451,61091,26,1,29929152,55,train,290,678
200,uid200,78890,445,ex445,60123,41,0,30748340,56,train,290,672
200,uid200,78890,67,ex67,108999,42,0,30749145,57,train,290,74
200,uid200,78890,58,ex58,108972,42,0,30750344,58,train,290,65
200,uid200,78890,863,ex863,85944,26,0,30750430,59,train,290,1170
200,uid200,78890,852,ex852,85932,26,1,30750491,60,train,290,1159
200,uid200,78890,909,ex909,86065,26,0,30750519,61,train,290,1217
200,uid200,78890,885,ex885,85966,26,1,30750586,62,train,290,1192
200,uid200,78890,894,ex894,85975,26,0,30750618,63,train,290,1201
200,uid200,78890,919,ex919,86075,26,0,30750706,64,train,290,1227
200,uid200,78890,1435,ex1435,93388,16,0,30750879,65,train,290,1825
200,uid200,78890,1440,ex1440,93401,16,1,30750939,66,train,290,1830
200,uid200,78890,469,ex469,61109,26,0,30752047,67,train,290,696
200,uid200,78890,454,ex454,61094,26,0,30752101,68,train,290,681
200,uid200,78890,464,ex464,61104,26,0,30752137,69,train,290,691
200,uid200,78890,466,ex466,61106,26,0,31154705,70,train,290,693
200,uid200,78890,1459,ex1459,93445,15,1,31155071,71,train,290,1849
200,uid200,78890,64,ex64,108990,42,0,31157015,72,train,290,71
200,uid200,78890,34,ex34,108900,42,0,31157038,73,train,290,41
200,uid200,78890,70,ex70,109008,42,0,31157059,74,train,290,77
200,uid200,78890,52,ex52,108954,42,0,31157073,75,train,290,59
200,uid200,78890,43,ex43,108927,42,0,31157098,76,train,290,50
200,uid200,78890,51,ex51,108951,42,0,31157113,77,train,290,58
200,uid200,78890,62,ex62,108984,42,0,31157123,78,train,290,69
200,uid200,78890,1465,ex1465,93456,15,1,35468713,79,train,290,1855
201,uid201,78892,183,ex183,52285,29,1,21175388,0,test,291,341
201,uid201,78892,187,ex187,52339,29,0,21176010,1,test,291,345
201,uid201,78892,1428,ex1428,93377,16,0,23186360,2,test,291,1818
201,uid201,78892,1456,ex1456,93440,15,0,23186941,3,test,291,1846
201,uid201,78892,1434,ex1434,93384,16,1,23187097,4,test,291,1824
201,uid201,78892,1461,ex1461,93451,15,0,23187492,5,test,291,1851
201,uid201,78892,1448,ex1448,93418,16,0,23187641,6,test,291,1838
201,uid201,78892,1453,ex1453,93426,15,0,23188011,7,test,291,1843
201,uid201,78892,1433,ex1433,93383,16,1,23188072,8,test,291,1823
201,uid201,78892,1472,ex1472,93470,15,0,24306293,9,test,291,1862
201,uid201,78892,1470,ex1470,93468,15,0,24306359,10,test,291,1860
201,uid201,78892,1442,ex1442,93405,16,0,24306493,11,test,291,1832
201,uid201,78892,1468,ex1468,93462,15,0,24306640,12,test,291,1858
201,uid201,78892,1471,ex1471,93469,15,1,24721203,13,test,291,1861
201,uid201,78892,1460,ex1460,93447,15,1,24721264,14,test,291,1850
201,uid201,78892,1457,ex1457,93441,15,1,24721340,15,test,291,1847
201,uid201,78892,689,ex689,84964,26,1,28717670,16,test,291,995
201,uid201,78892,655,ex655,84930,26,1,28774722,17,test,291,961
201,uid201,78892,647,ex647,84922,26,0,28774772,18,test,291,953
201,uid201,78892,643,ex643,84918,26,1,28774883,19,test,291,949
201,uid201,78892,579,ex579,84784,26,0,28774908,20,test,291,885
201,uid201,78892,642,ex642,84917,26,1,28775020,21,test,291,948
201,uid201,78892,681,ex681,84956,26,1,28775046,22,test,291,987
201,uid201,78892,567,ex567,84742,26,1,28921506,23,test,291,873
201,uid201,78892,875,ex875,85956,26,0,28921520,24,test,291,1182
201,uid201,78892,852,ex852,85932,26,0,28921542,25,test,291,1159
201,uid201,78892,849,ex849,85929,26,0,28921563,26,test,291,1156
201,uid201,78892,871,ex871,85952,26,0,28921613,27,test,291,1178
201,uid201,78892,841,ex841,85908,26,1,28921627,28,test,291,1148
201,uid201,78892,907,ex907,86063,26,1,28921641,29,test,291,1215
201,uid201,78892,873,ex873,85954,26,1,28921646,30,test,291,1180
201,uid201,78892,469,ex469,61109,26,0,28921657,31,test,291,696
201,uid201,78892,468,ex468,61108,26,1,28921716,32,test,291,695
201,uid201,78892,449,ex449,61089,26,0,28921734,33,test,291,676
201,uid201,78892,463,ex463,61103,26,1,28921783,34,test,291,690
201,uid201,78892,457,ex457,61097,26,0,28921810,35,test,291,684
201,uid201,78892,478,ex478,61118,26,1,28921856,36,test,291,705
201,uid201,78892,466,ex466,61106,26,0,28921879,37,test,291,693
201,uid201,78892,779,ex779,85820,26,1,28921917,38,test,291,1086
201,uid201,78892,793,ex793,85841,26,1,28921952,39,test,291,1100
201,uid201,78892,642,ex642,84917,26,1,28921977,40,test,291,948
201,uid201,78892,637,ex637,84912,26,1,28921984,41,test,291,943
201,uid201,78892,696,ex696,84971,26,1,28921990,42,test,291,1002
201,uid201,78892,915,ex915,86071,26,0,28964643,43,test,291,1223
201,uid201,78892,904,ex904,86054,26,1,28964686,44,test,291,1212
201,uid201,78892,835,ex835,85902,26,1,28964698,45,test,291,1142
201,uid201,78892,922,ex922,86078,26,1,28964706,46,test,291,1230
201,uid201,78892,844,ex844,85911,26,1,28964716,47,test,291,1151
201,uid201,78892,912,ex912,86068,26,1,28964721,48,test,291,1220
201,uid201,78892,455,ex455,61095,26,0,28964743,49,test,291,682
201,uid201,78892,470,ex470,61110,26,0,28964769,50,test,291,697
201,uid201,78892,465,ex465,61105,26,1,28964814,51,test,291,692
201,uid201,78892,471,ex471,61111,26,1,28964829,52,test,291,698
201,uid201,78892,473,ex473,61113,26,1,28964841,53,test,291,700
201,uid201,78892,462,ex462,61102,26,1,28964861,54,test,291,689
